"measurement_id","location_id","pm25","recorded_at","AQI"
"541","8118","139","2024-10-27 14:10:08","214"
"542","225617","20.2","2024-10-27 14:11:09","72"
"543","1214722","18","2024-10-27 14:12:10","68"
"544","9466","6.17","2024-10-27 14:13:11","34"
"545","1324","14.5","2024-10-27 15:06:05","61"
"546","589967","9","2024-10-27 15:07:06","50"
"547","2162178","26.48","2024-10-27 15:08:07","83"
"548","1590755","0.2","2024-10-27 15:09:08","1"
"549","8118","121","2024-10-27 15:10:08","197"
"550","225617","20.2","2024-10-27 15:11:09","72"
"551","1214722","18","2024-10-27 15:12:10","68"
"552","9466","6.02","2024-10-27 15:13:11","33"
"553","1324","13.9","2024-10-27 16:06:05","60"
"554","589967","9","2024-10-27 16:07:07","50"
"555","2162178","25.32","2024-10-27 16:08:08","81"
"556","1590755","0.8","2024-10-27 16:09:09","4"
"557","8118","121","2024-10-27 16:10:10","197"
"558","225617","20.2","2024-10-27 16:11:10","72"
"559","1214722","18","2024-10-27 16:12:11","68"
"560","9466","5.97","2024-10-27 16:13:12","33"
"561","1324","13.2","2024-10-27 17:06:05","59"
"562","589967","9","2024-10-27 17:07:06","50"
"563","2162178","25.32","2024-10-27 17:08:07","81"
"564","1590755","0.91","2024-10-27 17:09:08","5"
"565","8118","132","2024-10-27 17:10:09","207"
"566","225617","20.2","2024-10-27 17:11:09","72"
"567","1214722","18","2024-10-27 17:12:10","68"
"568","9466","5.89","2024-10-27 17:13:11","33"
"569","1324","12.7","2024-10-27 18:06:05","58"
"570","589967","9","2024-10-27 18:07:06","50"
"571","2162178","22.78","2024-10-27 18:08:07","76"
"572","1590755","7.99","2024-10-27 18:09:08","44"
"573","8118","116","2024-10-27 18:10:09","193"
"574","225617","20.2","2024-10-27 18:11:09","72"
"575","1214722","18","2024-10-27 18:12:10","68"
"576","9466","5.93","2024-10-27 18:13:11","33"
"577","1324","13","2024-10-27 19:06:05","58"
"578","589967","9","2024-10-27 19:07:06","50"
"579","2162178","22.18","2024-10-27 19:08:07","75"
"580","1590755","3.81","2024-10-27 19:09:08","21"
"581","8118","102","2024-10-27 19:10:09","184"
"582","225617","20.2","2024-10-27 19:11:09","72"
"583","1214722","18","2024-10-27 19:12:10","68"
"584","9466","6.04","2024-10-27 19:13:11","34"
"585","1324","13.9","2024-10-27 20:06:06","60"
"586","589967","9","2024-10-27 20:07:07","50"
"587","2162178","21.19","2024-10-27 20:08:07","74"
"588","1590755","7.23","2024-10-27 20:09:08","40"
"590","225617","20.2","2024-10-27 20:11:10","72"
"591","1214722","18","2024-10-27 20:12:11","68"
"592","9466","6.04","2024-10-27 20:13:11","34"
"593","1324","15.1","2024-10-27 21:06:06","62"
"594","589967","9","2024-10-27 21:07:07","50"
"595","2162178","20.57","2024-10-27 21:08:07","72"
"596","1590755","6.68","2024-10-27 21:09:08","37"
"598","225617","20.2","2024-10-27 21:11:10","72"
"599","1214722","18","2024-10-27 21:12:11","68"
"600","9466","6.15","2024-10-27 21:13:11","34"
"601","1324","16.1","2024-10-27 22:06:05","64"
"602","589967","9","2024-10-27 22:07:06","50"
"603","2162178","19.93","2024-10-27 22:08:07","71"
"604","1590755","8.62","2024-10-27 22:09:08","48"
"605","8118","128","2024-10-27 22:10:09","203"
"606","225617","17.1","2024-10-27 22:11:09","66"
"607","1214722","18","2024-10-27 22:12:10","68"
"608","9466","6.29","2024-10-27 22:13:11","35"
"609","1324","13.8","2024-10-27 23:06:05","60"
"610","589967","9","2024-10-27 23:07:06","50"
"611","2162178","19.49","2024-10-27 23:08:07","70"
"612","1590755","9.98","2024-10-27 23:09:08","53"
"613","8118","128","2024-10-27 23:10:09","203"
"614","225617","16.7","2024-10-27 23:11:10","65"
"615","1214722","18","2024-10-27 23:12:11","68"
"616","9466","6.17","2024-10-27 23:13:11","34"
"617","1324","9.3","2024-10-28 00:06:06","51"
"618","589967","9","2024-10-28 00:07:07","50"
"619","2162178","19.26","2024-10-28 00:08:08","70"
"620","1590755","8.61","2024-10-28 00:09:09","48"
"621","8118","130","2024-10-28 00:10:10","205"
"622","225617","16.4","2024-10-28 00:11:11","65"
"623","1214722","18","2024-10-28 00:12:11","68"
"624","9466","6.2","2024-10-28 00:13:12","34"
"625","1324","7.4","2024-10-28 01:06:05","41"
"626","589967","9","2024-10-28 01:07:06","50"
"627","2162178","20.01","2024-10-28 01:08:07","71"
"628","1590755","8.25","2024-10-28 01:09:08","46"
"629","8118","124","2024-10-28 01:10:09","199"
"630","225617","16.2","2024-10-28 01:11:10","64"
"631","1214722","18","2024-10-28 01:12:11","68"
"632","9466","6.26","2024-10-28 01:13:12","35"
"633","1324","7.6","2024-10-28 02:06:05","42"
"634","589967","9","2024-10-28 02:07:06","50"
"635","2162178","22.37","2024-10-28 02:08:07","76"
"636","1590755","7.75","2024-10-28 02:09:08","43"
"637","8118","138","2024-10-28 02:10:09","213"
"638","225617","15.3","2024-10-28 02:11:09","63"
"639","1214722","18","2024-10-28 02:12:10","68"
"640","9466","6.36","2024-10-28 02:13:11","35"
"641","1324","9.1","2024-10-28 03:06:06","51"
"642","589967","9","2024-10-28 03:07:06","50"
"643","2162178","20.9","2024-10-28 03:08:07","73"
"644","1590755","8.63","2024-10-28 03:09:08","48"
"645","8118","144","2024-10-28 03:10:09","219"
"646","225617","14.7","2024-10-28 03:11:10","61"
"647","1214722","18","2024-10-28 03:12:10","68"
"648","9466","6.49","2024-10-28 03:13:11","36"
"649","1324","10.9","2024-10-28 04:06:06","54"
"650","589967","9","2024-10-28 04:07:06","50"
"651","2162178","20.19","2024-10-28 04:08:07","72"
"652","1590755","7.92","2024-10-28 04:09:08","44"
"653","8118","144","2024-10-28 04:10:09","219"
"654","225617","14.7","2024-10-28 04:11:10","61"
"655","1214722","18","2024-10-28 04:12:11","68"
"656","9466","6.6","2024-10-28 04:13:11","37"
"657","1324","10.2","2024-10-28 05:06:05","53"
"658","589967","9","2024-10-28 05:07:06","50"
"659","2162178","16.64","2024-10-28 05:08:07","65"
"660","1590755","7.34","2024-10-28 05:09:08","41"
"661","8118","144","2024-10-28 05:10:09","219"
"662","225617","14.7","2024-10-28 05:11:10","61"
"663","1214722","18","2024-10-28 05:12:10","68"
"664","9466","6.77","2024-10-28 05:13:11","38"
"665","1324","10.5","2024-10-28 06:06:17","54"
"666","589967","9","2024-10-28 06:07:18","50"
"667","2162178","16.02","2024-10-28 06:08:18","64"
"668","1590755","7.28","2024-10-28 06:09:20","40"
"669","8118","165","2024-10-28 06:10:20","240"
"670","225617","14.7","2024-10-28 06:11:21","61"
"671","1214722","11","2024-10-28 06:12:23","55"
"672","9466","6.98","2024-10-28 06:13:26","39"
"673","1324","10","2024-10-28 07:06:06","53"
"674","589967","9","2024-10-28 07:07:07","50"
"675","2162178","15.89","2024-10-28 07:08:08","64"
"676","1590755","8.19","2024-10-28 07:09:08","45"
"677","8118","170","2024-10-28 07:10:09","245"
"678","225617","14.8","2024-10-28 07:11:10","62"
"679","1214722","8","2024-10-28 07:12:11","44"
"680","9466","7.27","2024-10-28 07:13:12","40"
"681","1324","10","2024-10-28 08:06:05","53"
"682","589967","9","2024-10-28 08:07:05","50"
"683","2162178","15.7","2024-10-28 08:08:06","63"
"684","1590755","8.04","2024-10-28 08:09:07","45"
"685","8118","168","2024-10-28 08:10:07","243"
"686","225617","14.9","2024-10-28 08:11:08","62"
"687","1214722","8","2024-10-28 08:12:09","44"
"688","9466","7.34","2024-10-28 08:13:10","41"
"689","1324","9.3","2024-10-28 09:06:10","51"
"690","589967","9","2024-10-28 09:07:11","50"
"691","2162178","16.07","2024-10-28 09:08:12","64"
"692","1590755","9.4","2024-10-28 09:09:13","52"
"693","8118","167","2024-10-28 09:10:14","242"
"694","225617","15","2024-10-28 09:11:14","62"
"695","1214722","8","2024-10-28 09:12:15","44"
"696","9466","7.32","2024-10-28 09:13:16","41"
"697","1324","9.7","2024-10-28 10:06:06","52"
"698","589967","9","2024-10-28 10:07:07","50"
"699","2162178","16.62","2024-10-28 10:08:08","65"
"700","1590755","7.69","2024-10-28 10:09:09","43"
"701","8118","167","2024-10-28 10:10:09","242"
"702","225617","14.9","2024-10-28 10:11:10","62"
"703","1214722","6","2024-10-28 10:12:11","33"
"704","9466","7.56","2024-10-28 10:13:12","42"
"705","1324","8.4","2024-10-28 11:06:06","47"
"706","589967","9","2024-10-28 11:07:06","50"
"707","2162178","15.91","2024-10-28 11:08:08","64"
"708","1590755","7.99","2024-10-28 11:09:18","44"
"709","8118","164","2024-10-28 11:10:19","239"
"710","225617","15.1","2024-10-28 11:11:25","62"
"711","1214722","9","2024-10-28 11:12:26","50"
"712","9466","8.14","2024-10-28 11:13:32","45"
"713","1324","8.9","2024-10-28 12:06:06","49"
"714","589967","9","2024-10-28 12:07:07","50"
"715","2162178","14.83","2024-10-28 12:08:08","62"
"716","1590755","7.99","2024-10-28 12:09:14","44"
"717","8118","137","2024-10-28 12:10:14","212"
"718","225617","14.7","2024-10-28 12:11:20","61"
"719","1214722","9","2024-10-28 12:12:21","50"
"720","9466","8.43","2024-10-28 12:13:22","47"
"721","1324","8.9","2024-10-28 13:06:16","49"
"722","589967","9","2024-10-28 13:07:21","50"
"723","2162178","13.56","2024-10-28 13:08:22","59"
"724","1590755","7.2","2024-10-28 13:09:23","40"
"725","8118","91","2024-10-28 13:10:29","176"
"726","225617","14.7","2024-10-28 13:11:30","61"
"727","1214722","8","2024-10-28 13:12:30","44"
"728","9466","8.65","2024-10-28 13:13:31","48"
"729","1324","8.8","2024-10-28 14:06:05","49"
"730","589967","9","2024-10-28 14:07:11","50"
"731","2162178","12.13","2024-10-28 14:08:12","57"
"732","1590755","6.98","2024-10-28 14:09:13","39"
"733","8118","68","2024-10-28 14:10:14","160"
"734","225617","15.4","2024-10-28 14:11:14","63"
"735","1214722","8","2024-10-28 14:12:20","44"
"736","9466","8.88","2024-10-28 14:13:21","49"
"737","1324","8.8","2024-10-28 14:20:27","49"
"738","589967","9","2024-10-28 14:21:37","50"
"739","2162178","12.13","2024-10-28 14:22:37","57"
"740","1590755","6.98","2024-10-28 14:23:42","39"
"741","8118","68","2024-10-28 14:24:42","160"
"742","225617","15.4","2024-10-28 14:25:42","63"
"743","1214722","8","2024-10-28 14:26:42","44"
"744","9466","8.88","2024-10-28 14:27:42","49"
"745","1324","9.8","2024-10-28 15:06:11","52"
"746","589967","9","2024-10-28 15:07:16","50"
"747","2162178","11.49","2024-10-28 15:08:27","55"
"748","1590755","4.68","2024-10-28 15:09:28","26"
"749","8118","74","2024-10-28 15:10:29","164"
"750","225617","15.4","2024-10-28 15:11:30","63"
"751","1214722","2","2024-10-28 15:12:35","11"
"752","9466","8.95","2024-10-28 15:13:36","50"
"753","1324","9.8","2024-10-28 15:20:42","52"
"754","589967","9","2024-10-28 15:21:52","50"
"755","2162178","11.49","2024-10-28 15:22:52","55"
"756","1590755","4.68","2024-10-28 15:23:57","26"
"757","8118","74","2024-10-28 15:24:57","164"
"758","225617","15.4","2024-10-28 15:25:57","63"
"759","1214722","2","2024-10-28 15:26:57","11"
"760","9466","8.95","2024-10-28 15:27:57","50"
"761","1324","10.1","2024-10-28 16:06:11","53"
"762","589967","9","2024-10-28 16:07:14","50"
"763","2162178","13.22","2024-10-28 16:08:15","59"
"764","1590755","3.89","2024-10-28 16:09:15","22"
"765","8118","74","2024-10-28 16:10:16","164"
"766","225617","15.4","2024-10-28 16:11:17","63"
"767","1214722","2","2024-10-28 16:12:23","11"
"768","9466","8.97","2024-10-28 16:13:29","50"
"769","1324","10.1","2024-10-28 16:20:34","53"
"770","589967","9","2024-10-28 16:21:40","50"
"771","2162178","13.22","2024-10-28 16:22:40","59"
"772","1590755","3.89","2024-10-28 16:23:40","22"
"773","8118","74","2024-10-28 16:24:40","164"
"774","225617","15.4","2024-10-28 16:25:40","63"
"775","1214722","2","2024-10-28 16:26:40","11"
"776","9466","8.97","2024-10-28 16:27:40","50"
"777","1324","10.6","2024-10-28 17:06:11","54"
"778","589967","9","2024-10-28 17:07:11","50"
"779","2162178","15.35","2024-10-28 17:08:12","63"
"780","1590755","2.44","2024-10-28 17:09:18","14"
"781","8118","80","2024-10-28 17:10:19","168"
"782","225617","15.4","2024-10-28 17:11:20","63"
"783","1214722","3","2024-10-28 17:12:20","17"
"784","9466","9.2","2024-10-28 17:13:21","51"
"785","1324","11","2024-10-28 18:06:06","55"
"786","589967","9","2024-10-28 18:07:07","50"
"787","2162178","16.77","2024-10-28 18:08:08","65"
"788","1590755","2.2","2024-10-28 18:09:08","12"
"789","8118","90","2024-10-28 18:10:09","175"
"790","225617","15.2","2024-10-28 18:11:10","62"
"791","1214722","5","2024-10-28 18:12:11","28"
"792","9466","9.35","2024-10-28 18:13:12","51"
"793","1324","12.3","2024-10-28 19:06:06","57"
"794","589967","9","2024-10-28 19:07:06","50"
"795","2162178","18.3","2024-10-28 19:08:07","68"
"796","1590755","2.31","2024-10-28 19:09:08","13"
"797","8118","77","2024-10-28 19:10:09","166"
"798","225617","15.3","2024-10-28 19:11:10","63"
"799","1214722","5","2024-10-28 19:12:11","28"
"800","9466","9.44","2024-10-28 19:13:13","52"
"801","1324","12.8","2024-10-28 20:06:06","58"
"802","589967","9","2024-10-28 20:07:06","50"
"803","2162178","18.3","2024-10-28 20:08:07","68"
"804","1590755","2.31","2024-10-28 20:09:08","13"
"805","8118","79","2024-10-28 20:10:09","167"
"806","225617","15.1","2024-10-28 20:11:10","62"
"807","1214722","6","2024-10-28 20:12:11","33"
"808","9466","9.46","2024-10-28 20:13:12","52"
"809","1324","12.8","2024-10-28 21:06:06","58"
"810","589967","9","2024-10-28 21:07:07","50"
"811","2162178","18.91","2024-10-28 21:08:08","69"
"812","1590755","2.89","2024-10-28 21:09:09","16"
"813","8118","82","2024-10-28 21:10:09","170"
"814","225617","15.1","2024-10-28 21:11:10","62"
"815","1214722","11","2024-10-28 21:12:11","55"
"816","9466","9.42","2024-10-28 21:13:12","52"
"817","1324","10.6","2024-10-28 22:06:06","54"
"818","589967","9","2024-10-28 22:07:07","50"
"819","2162178","18.02","2024-10-28 22:08:08","68"
"820","1590755","3.1","2024-10-28 22:09:08","17"
"821","8118","88","2024-10-28 22:10:09","174"
"822","225617","15.1","2024-10-28 22:11:10","62"
"823","1214722","6","2024-10-28 22:12:11","33"
"824","9466","9.25","2024-10-28 22:13:12","51"
"825","1324","10.6","2024-10-28 22:20:13","54"
"826","589967","9","2024-10-28 22:21:13","50"
"827","2162178","18.02","2024-10-28 22:22:13","68"
"828","1590755","3.1","2024-10-28 22:23:13","17"
"829","8118","88","2024-10-28 22:24:13","174"
"830","225617","15.1","2024-10-28 22:25:13","62"
"831","1214722","6","2024-10-28 22:26:13","33"
"832","9466","9.25","2024-10-28 22:27:13","51"
"833","1324","9.9","2024-10-28 23:06:06","52"
"834","589967","13.2","2024-10-28 23:07:07","59"
"835","2162178","18.54","2024-10-28 23:08:08","69"
"836","1590755","3.74","2024-10-28 23:09:08","21"
"837","8118","98","2024-10-28 23:10:09","181"
"838","225617","15.1","2024-10-28 23:11:10","62"
"839","1214722","6","2024-10-28 23:12:11","33"
"840","9466","8.99","2024-10-28 23:13:12","50"
"841","1324","9.4","2024-10-29 00:06:37","52"
"842","589967","15.4","2024-10-29 00:07:38","63"
"843","2162178","18.1","2024-10-29 00:08:39","68"
"844","1590755","4.39","2024-10-29 00:09:40","24"
"845","8118","102","2024-10-29 00:10:41","184"
"846","225617","15.1","2024-10-29 00:11:41","62"
"847","1214722","6","2024-10-29 00:12:42","33"
"848","9466","8.68","2024-10-29 00:13:43","48"
"849","1324","10.3","2024-10-29 01:06:06","53"
"850","589967","15","2024-10-29 01:07:07","62"
"851","2162178","18.06","2024-10-29 01:08:08","68"
"852","1590755","9.05","2024-10-29 01:09:09","51"
"853","8118","105","2024-10-29 01:10:10","186"
"854","225617","15.1","2024-10-29 01:11:11","62"
"855","1214722","5","2024-10-29 01:12:12","28"
"856","9466","8.43","2024-10-29 01:13:13","47"
"857","1324","10.1","2024-10-29 02:06:07","53"
"858","589967","12.9","2024-10-29 02:07:08","58"
"859","2162178","18.89","2024-10-29 02:08:09","69"
"860","1590755","5.14","2024-10-29 02:09:10","29"
"861","8118","105","2024-10-29 02:10:11","186"
"862","225617","15.1","2024-10-29 02:11:12","62"
"863","1214722","6","2024-10-29 02:12:13","33"
"864","9466","8.29","2024-10-29 02:13:14","46"
"865","1324","10.1","2024-10-29 02:20:15","53"
"866","589967","12.9","2024-10-29 02:21:16","58"
"867","2162178","18.89","2024-10-29 02:22:16","69"
"868","1590755","5.14","2024-10-29 02:23:16","29"
"869","8118","105","2024-10-29 02:24:16","186"
"870","225617","15.1","2024-10-29 02:25:16","62"
"871","1214722","6","2024-10-29 02:26:16","33"
"872","9466","8.29","2024-10-29 02:27:16","46"
"873","1324","10.1","2024-10-29 03:06:07","53"
"874","589967","7.3","2024-10-29 03:07:08","41"
"875","2162178","18.01","2024-10-29 03:08:09","68"
"876","1590755","5.75","2024-10-29 03:09:10","32"
"877","8118","114","2024-10-29 03:10:12","192"
"878","225617","15.1","2024-10-29 03:11:12","62"
"879","1214722","8","2024-10-29 03:12:13","44"
"880","9466","8.05","2024-10-29 03:13:15","45"
"881","1324","9.3","2024-10-29 04:06:06","51"
"882","589967","11.8","2024-10-29 04:07:07","56"
"883","2162178","17.23","2024-10-29 04:08:08","66"
"884","1590755","4.94","2024-10-29 04:09:10","27"
"886","225617","15.1","2024-10-29 04:11:12","62"
"887","1214722","6","2024-10-29 04:12:24","33"
"888","9466","7.88","2024-10-29 04:13:31","44"
"889","1324","10.3","2024-10-29 05:06:06","53"
"890","589967","13","2024-10-29 05:07:07","58"
"891","2162178","16.7","2024-10-29 05:08:08","65"
"892","1590755","4.43","2024-10-29 05:09:08","25"
"893","8118","126","2024-10-29 05:10:09","201"
"894","225617","19.1","2024-10-29 05:11:10","70"
"895","1214722","7","2024-10-29 05:12:11","39"
"896","9466","7.75","2024-10-29 05:13:12","43"
"897","1324","11.4","2024-10-29 06:06:06","55"
"898","589967","10.6","2024-10-29 06:07:06","54"
"899","2162178","9.58","2024-10-29 06:08:07","52"
"900","1590755","4.79","2024-10-29 06:09:08","27"
"901","8118","127","2024-10-29 06:10:09","202"
"902","225617","19.3","2024-10-29 06:11:10","70"
"903","1214722","7","2024-10-29 06:12:11","39"
"904","9466","7.65","2024-10-29 06:13:11","43"
"905","1324","11.2","2024-10-29 07:06:06","55"
"906","589967","8.9","2024-10-29 07:07:07","49"
"907","2162178","9.18","2024-10-29 07:08:08","51"
"908","1590755","4.8","2024-10-29 07:09:09","27"
"909","8118","122","2024-10-29 07:10:10","198"
"910","225617","20.1","2024-10-29 07:11:11","71"
"911","1214722","6","2024-10-29 07:12:12","33"
"912","9466","7.18","2024-10-29 07:13:13","40"
"913","1324","11.2","2024-10-29 07:20:14","55"
"914","589967","8.9","2024-10-29 07:21:14","49"
"915","2162178","9.18","2024-10-29 07:22:14","51"
"916","1590755","4.8","2024-10-29 07:23:14","27"
"917","8118","122","2024-10-29 07:24:15","198"
"918","225617","20.1","2024-10-29 07:25:15","71"
"919","1214722","6","2024-10-29 07:26:15","33"
"920","9466","7.18","2024-10-29 07:27:15","40"
"921","1324","11.5","2024-10-29 08:06:06","55"
"922","589967","9.9","2024-10-29 08:07:07","52"
"923","2162178","10.13","2024-10-29 08:08:07","53"
"924","1590755","4.66","2024-10-29 08:09:08","26"
"925","8118","122","2024-10-29 08:10:09","198"
"926","225617","20.2","2024-10-29 08:11:10","72"
"927","1214722","3","2024-10-29 08:12:11","17"
"928","9466","6.84","2024-10-29 08:13:12","38"
"929","1324","11.5","2024-10-29 08:20:18","55"
"930","589967","9.9","2024-10-29 08:21:18","52"
"931","2162178","10.13","2024-10-29 08:22:18","53"
"932","1590755","4.66","2024-10-29 08:23:18","26"
"933","8118","122","2024-10-29 08:24:18","198"
"934","225617","20.2","2024-10-29 08:25:18","72"
"935","1214722","3","2024-10-29 08:26:18","17"
"936","9466","6.84","2024-10-29 08:27:18","38"
"937","1324","11.9","2024-10-29 09:06:21","56"
"938","589967","9.7","2024-10-29 09:07:21","52"
"939","2162178","10.67","2024-10-29 09:08:27","54"
"940","1590755","4.52","2024-10-29 09:09:28","25"
"941","8118","122","2024-10-29 09:10:29","198"
"942","225617","21","2024-10-29 09:11:35","73"
"943","1214722","4","2024-10-29 09:12:36","22"
"944","9466","6.82","2024-10-29 09:13:37","38"
"945","1324","12.3","2024-10-29 10:06:21","57"
"946","589967","9.5","2024-10-29 10:07:27","52"
"947","2162178","11.74","2024-10-29 10:08:28","56"
"948","1590755","5.83","2024-10-29 10:09:28","32"
"949","8118","122","2024-10-29 10:10:29","198"
"950","225617","21.6","2024-10-29 10:11:30","74"
"951","1214722","4","2024-10-29 10:12:31","22"
"952","9466","6.5","2024-10-29 10:13:37","36"
"953","1324","12.6","2024-10-29 11:06:36","58"
"954","589967","13.2","2024-10-29 11:07:37","59"
"955","2162178","11.53","2024-10-29 11:08:38","56"
"956","1590755","5.1","2024-10-29 11:09:38","28"
"957","8118","139","2024-10-29 11:10:39","214"
"958","225617","22.3","2024-10-29 11:11:40","76"
"959","1214722","5","2024-10-29 11:12:41","28"
"960","9466","5.93","2024-10-29 11:13:52","33"
"961","1324","10.6","2024-10-29 12:06:11","54"
"962","589967","12.5","2024-10-29 12:07:12","57"
"963","2162178","11.95","2024-10-29 12:08:18","56"
"964","1590755","3.92","2024-10-29 12:09:19","22"
"965","8118","115","2024-10-29 12:10:20","193"
"966","225617","22.5","2024-10-29 12:11:26","76"
"967","1214722","7","2024-10-29 12:12:37","39"
"968","9466","5.61","2024-10-29 12:13:43","31"
"969","1324","10.6","2024-10-29 13:06:22","54"
"970","589967","15.1","2024-10-29 13:07:22","62"
"971","2162178","11.11","2024-10-29 13:08:28","55"
"972","1590755","5.07","2024-10-29 13:09:29","28"
"973","8118","78","2024-10-29 13:10:45","167"
"974","225617","22.2","2024-10-29 13:11:46","75"
"975","1214722","7","2024-10-29 13:12:47","39"
"976","9466","5.28","2024-10-29 13:13:48","29"
"977","1324","10.9","2024-10-29 14:06:21","54"
"978","589967","11.1","2024-10-29 14:07:32","55"
"979","2162178","10.7","2024-10-29 14:08:33","54"
"980","1590755","3.9","2024-10-29 14:09:34","22"
"981","8118","54","2024-10-29 14:10:40","147"
"982","225617","22.4","2024-10-29 14:11:40","76"
"983","1214722","9","2024-10-29 14:12:41","50"
"984","9466","5.28","2024-10-29 14:13:42","29"
"985","1324","10.7","2024-10-29 15:06:16","54"
"986","589967","10","2024-10-29 15:07:17","53"
"987","2162178","11.07","2024-10-29 15:08:18","55"
"988","1590755","2.58","2024-10-29 15:09:19","14"
"989","8118","59","2024-10-29 15:10:20","153"
"990","225617","22.9","2024-10-29 15:11:21","77"
"991","1214722","7","2024-10-29 15:12:21","39"
"992","9466","5.28","2024-10-29 15:13:22","29"
"1024","1324","10.9","2024-10-29 17:21:36","54"
"1025","589967","10.8","2024-10-29 17:22:36","54"
"1026","2162178","11.63","2024-10-29 17:23:37","56"
"1027","1590755","1.79","2024-10-29 17:24:38","10"
"1028","8118","58","2024-10-29 17:25:39","153"
"1029","225617","22.3","2024-10-29 17:26:40","76"
"1030","1214722","6","2024-10-29 17:27:41","33"
"1031","9466","5.28","2024-10-29 17:28:42","29"
"1032","1324","10.2","2024-10-29 18:06:06","53"
"1033","589967","11.7","2024-10-29 18:07:07","56"
"1034","2162178","11.63","2024-10-29 18:08:08","56"
